Class,Category,ID,Term,Genes,adj_pval
BC11,BP,GO:2000146,negative regulation of cell motility,"Ptprm, Sulf1, Plcb1, Ldlrad4, Limch1",0.036094076
BC11,BP,GO:0031346,positive regulation of cell projection organization,"Reln, Ptprz1, Efna5, Ntrk2, Map6, Dcc",0.036546952
BC11,BP,GO:0010959,regulation of metal ion transport,"Grm6, Plcb1, Pde4b, Cabp1, Cacna2d1, Hecw2",0.037195919
BC11,BP,GO:0045663,positive regulation of myoblast differentiation,"Zfhx3, Plcb1",0.038061508
BC11,BP,GO:0098656,anion transmembrane transport,"Grm5, Gabra1, Slc12a5, Gabrb1",0.03876052
BC11,BP,GO:0070252,actin-mediated cell contraction,"Pde4b, Cacna2d1, Limch1",0.03876052
BC11,BP,GO:0070555,response to interleukin-1,"Plcb1, Rora, App",0.03876052
BC11,BP,GO:0016055,Wnt signaling pathway,"Sulf1, Six3, App, Isl1, Nxn, Tle1",0.038864281
BC11,BP,GO:0198738,cell-cell signaling by wnt,"Sulf1, Six3, App, Isl1, Nxn, Tle1",0.03904829
BC11,BP,GO:0002262,myeloid cell homeostasis,"Plcb1, Pde4b, Rcor1, Stat5b",0.03904829
BC11,BP,GO:0002029,desensitization of G protein-coupled receptor signaling pathway,"Grm5, App",0.03904829
BC11,BP,GO:0007214,gamma-aminobutyric acid signaling pathway,"Gabra1, Gabrb1",0.03904829
BC11,BP,GO:0022401,negative adaptation of signaling pathway,"Grm5, App",0.03904829
BC11,BP,GO:1900273,positive regulation of long-term synaptic potentiation,"Reln, App",0.03904829
BC11,BP,GO:0019722,calcium-mediated signaling,"Tenm2, Grm5, Ntrk2, App",0.040125953
BC11,BP,GO:0050905,neuromuscular process,"Grid2, Grin3a, Npas3, App",0.040177284
BC11,BP,GO:0021533,cell differentiation in hindbrain,"Grid2, Rora",0.040177284
BC11,BP,GO:0030947,regulation of vascular endothelial growth factor receptor signaling pathway,"Cnmd, Prkcb",0.040177284
BC11,BP,GO:0035066,positive regulation of histone acetylation,"App, Isl1",0.040177284
BC11,BP,GO:0043276,anoikis,"Ntrk2, Tle1",0.040177284
BC11,BP,GO:0045662,negative regulation of myoblast differentiation,"Zfhx3, Mkx",0.040177284
BC11,BP,GO:0048714,positive regulation of oligodendrocyte differentiation,"Ptprz1, Tenm4",0.040177284
BC11,BP,GO:0060384,innervation,"Sulf1, Isl1",0.040177284
BC11,BP,GO:0009416,response to light stimulus,"Cck, Grm6, Trpm1, Slc4a10, App",0.040177284
BC11,BP,GO:0050772,positive regulation of axonogenesis,"Efna5, Ntrk2, Map6",0.040208823
BC11,BP,GO:0050795,regulation of behavior,"Reln, Cck, Zfhx3",0.040208823
BC11,BP,GO:0030510,regulation of BMP signaling pathway,"Sulf1, Vwc2l, Fbn1",0.041166515
BC11,BP,GO:0002063,chondrocyte development,"Sulf1, Runx2",0.041797104
BC11,BP,GO:0023058,adaptation of signaling pathway,"Grm5, App",0.041797104
BC11,BP,GO:0010721,negative regulation of cell development,"Efna5, Sema3d, Fbn1, Epha7",0.042747659
BC11,BP,GO:0043270,positive regulation of ion transport,"Reln, Cck, Grm6, Plcb1, Cacna2d1",0.043333073
BC11,BP,GO:0021697,cerebellar cortex formation,"Grid2, Rora",0.043404045
BC11,BP,GO:0040036,regulation of fibroblast growth factor receptor signaling pathway,"Sulf1, Runx2",0.043404045
BC11,BP,GO:0045671,negative regulation of osteoclast differentiation,"Inpp4b, Fbn1",0.043404045
BC11,BP,GO:0099068,postsynapse assembly,"Reln, Grid2",0.043404045
BC11,BP,GO:0033555,multicellular organismal response to stress,"Reln, Cck, Grm7",0.04517409
BC11,BP,GO:0043281,regulation of cysteine-type endopeptidase activity involved in apoptotic process,"Cck, Dapk1, App, Epha7",0.04517409
BC11,BP,GO:0009187,cyclic nucleotide metabolic process,"Rora, Ampd2",0.04517409
BC11,BP,GO:0048013,ephrin receptor signaling pathway,"Efna5, Epha7",0.04517409
BC11,BP,GO:0099563,modification of synaptic structure,"Cabp1, Camkv",0.04517409
BC11,BP,GO:0031345,negative regulation of cell projection organization,"Ptprz1, Sema3d, Fat3, Epha7",0.045381752
BC11,BP,GO:0051216,cartilage development,"Sulf1, Cnmd, Mkx, Runx2",0.045967133
BC11,BP,GO:0008361,regulation of cell size,"Efna5, Sema3d, Epha7, Slc12a5",0.046556485
BC11,BP,GO:0016339,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules,"Cdh18, Cdh8",0.046948172
BC11,BP,GO:0097106,postsynaptic density organization,"Reln, Grid2",0.046948172
BC11,BP,GO:0018105,peptidyl-serine phosphorylation,"Prkcb, Camk4, Ntrk2, App, Camkv",0.046983457
BC11,BP,GO:0042063,gliogenesis,"Reln, Ptprz1, Ntrk2, App, Tenm4",0.048725601
BC11,BP,GO:0048169,regulation of long-term neuronal synaptic plasticity,"Grm5, App",0.048725601
BC11,BP,GO:0051968,"positive regulation of synaptic transmission, glutamatergic","Reln, Ntrk2",0.048725601
BC11,BP,GO:0060292,long-term synaptic depression,"Grid2, Dgki",0.048725601
BC11,BP,GO:0045637,regulation of myeloid cell differentiation,"Rcor1, Inpp4b, Fbn1, Stat5b",0.04982361
BC11,CC,GO:0097060,synaptic membrane,"Unc13c, Grid2, Cdh8, Ptprz1, Tenm2, Grm5, Cntn5, Grm7, Ntng1, Grin3a, Grm6, Shisa9, Ntrk2, Epha7, Gabra1, Dgki, Rgs7bp, Gabrb1, Dcc",1.62E-14
BC11,CC,GO:0045211,postsynaptic membrane,"Grid2, Ptprz1, Tenm2, Grm5, Grm7, Grin3a, Grm6, Shisa9, Ntrk2, Epha7, Gabra1, Rgs7bp, Gabrb1, Dcc",6.55E-11
BC11,CC,GO:0098978,glutamatergic synapse,"Grid2, Cdh8, Grm7, Ntng1, Grin3a, Camk4, Plcb1, Cabp1, Cadps, Shisa9, Epha7, Dgki, Rgs7bp, Camkv",3.75E-10
BC11,CC,GO:0150034,distal axon,"Unc13c, Pcdh9, Cck, Cdh8, Ptprz1, Grm7, Prkcb, Scgn, Slc4a10, Ntrk2, App, Dgki, Dcc",2.70E-08
BC11,CC,GO:0098793,presynapse,"Unc13c, Cck, Cdh8, Cntn5, Grm7, Prkcb, Scgn, Ntng1, Pde4b, Slc4a10, Ntrk2, App, Dgki, Rgs7bp",6.12E-08
BC11,CC,GO:0043679,axon terminus,"Unc13c, Cck, Cdh8, Grm7, Prkcb, Scgn, Slc4a10, Ntrk2, Dgki",6.52E-07
BC11,CC,GO:0043197,dendritic spine,"Grid2, Ptprz1, Tenm2, Grm5, Pde4b, Shisa9, Ntrk2, Dgki, Rgs7bp",8.75E-07
BC11,CC,GO:0044309,neuron spine,"Grid2, Ptprz1, Tenm2, Grm5, Pde4b, Shisa9, Ntrk2, Dgki, Rgs7bp",9.49E-07
BC11,CC,GO:0044306,neuron projection terminus,"Unc13c, Cck, Cdh8, Grm7, Prkcb, Scgn, Slc4a10, Ntrk2, Dgki",1.13E-06
BC11,CC,GO:0034702,ion channel complex,"Ryr3, Grid2, Grin3a, Kcnb2, Pde4b, Vwc2l, Shisa9, Gabra1, Cacna2d1, Gabrb1",1.13E-06
BC11,CC,GO:0046658,anchored component of plasma membrane,"Cntn5, Efna5, Gpc6, Ntng1, Prmt8, Rgs7bp",3.44E-06
BC11,CC,GO:0048786,presynaptic active zone,"Unc13c, Grm7, Ntng1, Ntrk2, App, Dgki",3.44E-06
BC11,CC,GO:0032279,asymmetric synapse,"Grid2, Grm5, Grm7, Pde4b, Cabp1, Shisa9, Ntrk2, Dgki, Rgs7bp, Dcc",4.26E-06
BC11,CC,GO:0098984,neuron to neuron synapse,"Grid2, Grm5, Grm7, Pde4b, Cabp1, Shisa9, Ntrk2, Dgki, Rgs7bp, Dcc",7.05E-06
BC11,CC,GO:1902495,transmembrane transporter complex,"Ryr3, Grid2, Grin3a, Kcnb2, Pde4b, Vwc2l, Shisa9, Gabra1, Cacna2d1, Gabrb1",7.28E-06
BC11,CC,GO:1990351,transporter complex,"Ryr3, Grid2, Grin3a, Kcnb2, Pde4b, Vwc2l, Shisa9, Gabra1, Cacna2d1, Gabrb1",9.39E-06
BC11,CC,GO:0043235,receptor complex,"Grid2, Grm7, Grin3a, Vwc2l, Shisa9, Ntrk2, App, Epha7, Gabra1, Gabrb1",1.84E-05
BC11,CC,GO:0098839,postsynaptic density membrane,"Grid2, Grm5, Shisa9, Rgs7bp, Dcc",1.96E-05
BC11,CC,GO:0014069,postsynaptic density,"Grid2, Grm5, Pde4b, Cabp1, Shisa9, Ntrk2, Dgki, Rgs7bp, Dcc",2.25E-05
BC11,CC,GO:0060076,excitatory synapse,"Unc13c, Grid2, Pde4b, Ntrk2, Dgki",2.89E-05
BC11,CC,GO:0099572,postsynaptic specialization,"Grid2, Grm5, Pde4b, Cabp1, Shisa9, Ntrk2, Dgki, Rgs7bp, Dcc",3.54E-05
BC11,CC,GO:0098982,GABA-ergic synapse,"Cntn5, Efna5, Camk4, Plcb1, Gabra1",3.81E-05
BC11,CC,GO:0099240,intrinsic component of synaptic membrane,"Grid2, Cntn5, Ntng1, Shisa9, Rgs7bp, Dcc",3.90E-05
BC11,CC,GO:0099144,anchored component of synaptic membrane,"Cntn5, Ntng1, Rgs7bp",3.92E-05
BC11,CC,GO:0030427,site of polarized growth,"Pcdh9, Ptprz1, Grm6, Trpm1, Ntrk2, App, Dcc",6.53E-05
BC11,CC,GO:0034703,cation channel complex,"Ryr3, Grin3a, Kcnb2, Pde4b, Vwc2l, Shisa9, Cacna2d1",7.94E-05
BC11,CC,GO:0099634,postsynaptic specialization membrane,"Grid2, Grm5, Shisa9, Rgs7bp, Dcc",7.94E-05
BC11,CC,GO:0099146,intrinsic component of postsynaptic density membrane,"Grid2, Shisa9, Rgs7bp, Dcc",7.94E-05
BC11,CC,GO:0043195,terminal bouton,"Unc13c, Cck, Grm7, Scgn, Ntrk2",0.000106837
BC11,CC,GO:0008328,ionotropic glutamate receptor complex,"Grid2, Grin3a, Vwc2l, Shisa9",0.000108913
BC11,CC,GO:0098878,neurotransmitter receptor complex,"Grid2, Grin3a, Vwc2l, Shisa9",0.00012603
BC11,CC,GO:0031225,anchored component of membrane,"Cntn5, Efna5, Gpc6, Ntng1, Prmt8, Rgs7bp",0.000252261
BC11,CC,GO:0098948,intrinsic component of postsynaptic specialization membrane,"Grid2, Shisa9, Rgs7bp, Dcc",0.000413111
BC11,CC,GO:0043198,dendritic shaft,"Grm5, Grm7, Slc12a5, Rgs7bp",0.000521067
BC11,CC,GO:0031252,cell leading edge,"Ptprm, Ptprz1, Arhgap18, Arhgap31, Shisa9, App, Gabra1, Slc12a5",0.000521067
BC11,CC,GO:0042734,presynaptic membrane,"Unc13c, Cntn5, Grm7, Ntng1, Rgs7bp",0.000521067
BC11,CC,GO:0043204,perikaryon,"Reln, Cck, Ntrk2, Slc12a5, Rgs7bp",0.00069311
BC11,CC,GO:0098685,Schaffer collateral - CA1 synapse,"Grm5, Ntng1, Dgki, Dcc",0.001049684
BC11,CC,GO:0098936,intrinsic component of postsynaptic membrane,"Grid2, Shisa9, Rgs7bp, Dcc",0.001337553
BC11,CC,GO:0099061,integral component of postsynaptic density membrane,"Grid2, Shisa9, Dcc",0.001539373
BC11,CC,GO:0030426,growth cone,"Pcdh9, Ptprz1, Ntrk2, App, Dcc",0.003304259
BC11,CC,GO:0032590,dendrite membrane,"Shisa9, Gabra1, Slc12a5",0.003305271
BC11,CC,GO:0098889,intrinsic component of presynaptic membrane,"Cntn5, Ntng1, Rgs7bp",0.003421598
BC11,CC,GO:0060187,cell pole,"Grm6, Trpm1",0.003445155
BC11,CC,GO:0099060,integral component of postsynaptic specialization membrane,"Grid2, Shisa9, Dcc",0.005510763
BC11,CC,GO:0005667,transcription regulator complex,"Zfhx3, Six3, Mkx, Rcor1, Runx2, Tle1, Lhx3",0.005758159
BC11,CC,GO:0034704,calcium channel complex,"Ryr3, Pde4b, Cacna2d1",0.005792731
BC11,CC,GO:0005912,adherens junction,"Cdh18, Ptprm, Cdh8, Efna5",0.00580936
BC11,CC,GO:0098688,parallel fiber to Purkinje cell synapse,"Unc13c, Grid2",0.00630316
BC11,CC,GO:0043083,synaptic cleft,"Cdh8, Adgrb3",0.006797624
BC11,CC,GO:0044305,calyx of Held,"Unc13c, Prkcb",0.006797624
BC11,CC,GO:1902711,GABA-A receptor complex,"Gabra1, Gabrb1",0.007434457
BC11,CC,GO:0032589,neuron projection membrane,"Shisa9, Gabra1, Slc12a5",0.007543378
BC11,CC,GO:0031256,leading edge membrane,"Ptprz1, Shisa9, Gabra1, Slc12a5",0.008244099
BC11,CC,GO:1902710,GABA receptor complex,"Gabra1, Gabrb1",0.008593204
BC11,CC,GO:0062023,collagen-containing extracellular matrix,"Reln, Ptprz1, Efna5, Gpc6, Ntng1, Fbn1",0.008790843
BC11,CC,GO:0097449,astrocyte projection,"Grm5, App",0.009100327
BC11,CC,GO:0099055,integral component of postsynaptic membrane,"Grid2, Shisa9, Dcc",0.010900801
BC11,CC,GO:0030027,lamellipodium,"Ptprm, Ptprz1, Arhgap31, App",0.010900801
BC11,CC,GO:0098802,plasma membrane signaling receptor complex,"Grid2, Grin3a, Vwc2l, Shisa9",0.011163316
BC11,CC,GO:0019897,extrinsic component of plasma membrane,"Cdh18, Cdh8, Cabp1, Farp1",0.011429401
BC11,CC,GO:0005791,rough endoplasmic reticulum,"Grm7, Ntrk2, App",0.011582249
BC11,CC,GO:0005798,Golgi-associated vesicle,"Steap2, App, Map6",0.011582249
BC11,CC,GO:0048787,presynaptic active zone membrane,"Grm7, Ntng1",0.012177492
BC11,CC,GO:0032281,AMPA glutamate receptor complex,"Vwc2l, Shisa9",0.013806688
BC11,CC,GO:0031253,cell projection membrane,"Ptprz1, Prkcb, Shisa9, Gabra1, Slc12a5",0.013945401
BC11,CC,GO:0030133,transport vesicle,"Unc13c, Pde4b, Steap2, App, Dgki",0.014298849
BC11,CC,GO:0016342,catenin complex,"Cdh18, Cdh8",0.014829545
BC11,CC,GO:0031045,dense core granule,"Scg2, Cadps",0.014829545
BC11,CC,GO:0008021,synaptic vesicle,"Unc13c, Pde4b, App, Dgki",0.016075667
BC11,CC,GO:0099699,integral component of synaptic membrane,"Grid2, Shisa9, Dcc",0.019961426
BC11,CC,GO:0051233,spindle midzone,"App, Ttc28",0.020860735
BC11,CC,GO:0097386,glial cell projection,"Grm5, App",0.020860735
BC11,CC,GO:0005891,voltage-gated calcium channel complex,"Pde4b, Cacna2d1",0.021486665
BC11,CC,GO:0070382,exocytic vesicle,"Unc13c, Pde4b, App, Dgki",0.021486665
BC11,CC,GO:0005604,basement membrane,"Efna5, Ntng1, Fbn1",0.021486665
BC11,CC,GO:0034707,chloride channel complex,"Gabra1, Gabrb1",0.028599616
BC11,CC,GO:0000139,Golgi membrane,"Grm6, Ldlrad4, Cabp1, Steap2",0.035564144
BC11,MF,GO:0050839,cell adhesion molecule binding,"Cdh18, Ptprm, Cdh8, Ptprz1, Tenm2, Cntn5, Ntng1, Fbn1, App, Tenm4, Ccdc141",1.59E-06
BC11,MF,GO:0008066,glutamate receptor activity,"Grid2, Grm5, Grm7, Grin3a, Grm6",3.66E-06
BC11,MF,GO:0005516,calmodulin binding,"Unc13c, Ryr3, Grm7, Camk4, Plcb1, Dapk1, Map6, Camkv",3.04E-05
BC11,MF,GO:0098960,postsynaptic neurotransmitter receptor activity,"Grid2, Grm5, Grin3a, Gabra1, Gabrb1",0.00024937
BC11,MF,GO:0015267,channel activity,"Ryr3, Grid2, Grm7, Grin3a, Kcnb2, Trpm1, Gabra1, Cacna2d1, Gjd2, Gabrb1",0.00024937
BC11,MF,GO:0022803,passive transmembrane transporter activity,"Ryr3, Grid2, Grm7, Grin3a, Kcnb2, Trpm1, Gabra1, Cacna2d1, Gjd2, Gabrb1",0.00024937
BC11,MF,GO:0046873,metal ion transmembrane transporter activity,"Ryr3, Grm7, Grin3a, Kcnb2, Trpm1, Slc6a11, Slc4a10, Slc12a5, Cacna2d1",0.000527775
BC11,MF,GO:0022836,gated channel activity,"Ryr3, Grid2, Grm7, Grin3a, Kcnb2, Gabra1, Cacna2d1, Gabrb1",0.000527775
BC11,MF,GO:0005216,ion channel activity,"Ryr3, Grid2, Grm7, Grin3a, Kcnb2, Trpm1, Gabra1, Cacna2d1, Gabrb1",0.000527775
BC11,MF,GO:1904315,transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential,"Grid2, Grin3a, Gabra1, Gabrb1",0.000859393
BC11,MF,GO:0099529,neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential,"Grid2, Grin3a, Gabra1, Gabrb1",0.000884051
BC11,MF,GO:0030594,neurotransmitter receptor activity,"Grid2, Grm5, Grin3a, Gabra1, Gabrb1",0.000884051
BC11,MF,GO:0022824,transmitter-gated ion channel activity,"Grid2, Grin3a, Gabra1, Gabrb1",0.000884051
BC11,MF,GO:0022835,transmitter-gated channel activity,"Grid2, Grin3a, Gabra1, Gabrb1",0.000884051
BC11,MF,GO:0005262,calcium channel activity,"Ryr3, Grm7, Grin3a, Trpm1, Cacna2d1",0.000933464
BC11,MF,GO:0004683,calmodulin-dependent protein kinase activity,"Camk4, Dapk1, Camkv",0.001307325
BC11,MF,GO:0005230,extracellular ligand-gated ion channel activity,"Grid2, Grin3a, Gabra1, Gabrb1",0.0015138
BC11,MF,GO:0015085,calcium ion transmembrane transporter activity,"Ryr3, Grm7, Grin3a, Trpm1, Cacna2d1",0.0015138
BC11,MF,GO:0015276,ligand-gated ion channel activity,"Ryr3, Grid2, Grin3a, Gabra1, Gabrb1",0.0015138
BC11,MF,GO:0022834,ligand-gated channel activity,"Ryr3, Grid2, Grin3a, Gabra1, Gabrb1",0.001541263
BC11,MF,GO:0045499,chemorepellent activity,"Efna5, Sema3d, Epha7",0.001776106
BC11,MF,GO:0046875,ephrin receptor binding,"Efna5, App, Epha7",0.002185
BC11,MF,GO:0098632,cell-cell adhesion mediator activity,"Cntn5, Ntng1, Ccdc141",0.002185
BC11,MF,GO:0098631,cell adhesion mediator activity,"Cntn5, Ntng1, Ccdc141",0.004728219
BC11,MF,GO:0022851,GABA-gated chloride ion channel activity,"Gabra1, Gabrb1",0.009569463
BC11,MF,GO:0005261,cation channel activity,"Ryr3, Grm7, Grin3a, Kcnb2, Trpm1, Cacna2d1",0.009569463
BC11,MF,GO:0022843,voltage-gated cation channel activity,"Grm7, Grin3a, Kcnb2, Cacna2d1",0.014717773
BC11,MF,GO:0015103,inorganic anion transmembrane transporter activity,"Slc4a10, Gabra1, Slc12a5, Gabrb1",0.015631156
BC11,MF,GO:0048018,receptor ligand activity,"Cck, Scg2, Efna5, Sema3d, Fbn1, App, Epha7",0.015631156
BC11,MF,GO:0004970,ionotropic glutamate receptor activity,"Grid2, Grin3a",0.015631156
BC11,MF,GO:0045296,cadherin binding,"Cdh18, Ptprm, Cdh8",0.015631156
BC11,MF,GO:0004890,GABA-A receptor activity,"Gabra1, Gabrb1",0.01676734
BC11,MF,GO:0099095,ligand-gated anion channel activity,"Gabra1, Gabrb1",0.019879036
BC11,MF,GO:0016917,GABA receptor activity,"Gabra1, Gabrb1",0.020571702
BC11,MF,GO:0042165,neurotransmitter binding,"Grin3a, Slc6a11",0.020571702
BC11,MF,GO:0009931,calcium-dependent protein serine/threonine kinase activity,"Prkcb, Camk4",0.021856514
BC11,MF,GO:0010857,calcium-dependent protein kinase activity,"Prkcb, Camk4",0.022538509
BC11,MF,GO:0017075,syntaxin-1 binding,"Unc13c, Dapk1",0.022538509
BC11,MF,GO:0030695,GTPase regulator activity,"Plcb1, Arhgap18, Arhgap31, Farp1, Adgrb3, Dgki",0.022892769
BC11,MF,GO:0060589,nucleoside-triphosphatase regulator activity,"Plcb1, Arhgap18, Arhgap31, Farp1, Adgrb3, Dgki",0.022892769
BC11,MF,GO:0140297,DNA-binding transcription factor binding,"Prkcb, Mkx, Stat5b, Isl1, Runx2, Lhx3",0.025046792
BC11,MF,GO:0046982,protein heterodimerization activity,"Tenm2, Kcnb2, Npas3, App, Tenm4",0.026827549
BC11,MF,GO:0015294,solute:cation symporter activity,"Slc6a11, Slc4a10, Slc12a5",0.026827549
BC11,MF,GO:0005244,voltage-gated ion channel activity,"Grm7, Grin3a, Kcnb2, Cacna2d1",0.026827549
BC11,MF,GO:0022832,voltage-gated channel activity,"Grm7, Grin3a, Kcnb2, Cacna2d1",0.026827549
BC11,MF,GO:0008509,anion transmembrane transporter activity,"Slc6a11, Slc4a10, Gabra1, Slc12a5, Gabrb1",0.026827549
BC11,MF,GO:0043425,bHLH transcription factor binding,"Isl1, Runx2",0.0320957
BC11,MF,GO:0061629,RNA polymerase II-specific DNA-binding transcription factor binding,"Prkcb, Mkx, Stat5b, Isl1, Lhx3",0.0320957
BC11,MF,GO:0070325,lipoprotein particle receptor binding,"Reln, App",0.032777827
BC11,MF,GO:0003712,transcription coregulator activity,"Prkcb, Maml2, Rcor1, Myt1l, Tle1, Dcc",0.034449343
BC11,MF,GO:0001222,transcription corepressor binding,"Six3, Rora",0.038616416
BC11,MF,GO:0015035,protein-disulfide reductase activity,"Enox1, Nxn",0.038616416
BC11,MF,GO:0042578,phosphoric ester hydrolase activity,"Ptprm, Ptprz1, Plcb1, Pde4b, Inpp4b",0.040237943
BC11,MF,GO:0030165,PDZ domain binding,"Grid2, Grm7, Shisa9",0.040541971
BC11,MF,GO:0005539,glycosaminoglycan binding,"Sulf1, Spock3, Fbn1, App",0.040733658
BC11,MF,GO:0005109,frizzled binding,"Magi3, App",0.042252236
BC11,MF,GO:0005246,calcium channel regulator activity,"Grm7, Prkcb",0.042252236
BC11,MF,GO:0042056,chemoattractant activity,"Scg2, App",0.042252236
BC11,MF,GO:0015036,disulfide oxidoreductase activity,"Enox1, Nxn",0.04760227
BC12,BP,GO:0050808,synapse organization,"Reln, Palld, Igfn1, Pcdh17, Shank2, Sdk2, Epha5, Ank3, Nrcam, Unc13c, Grm5, Myo5a, Sncb, Rock2, Sorbs1, Adgrb3, Lrrc4c, Adgrl2, Ptprd, Epha4, Sdk1, Adgrl3, Nectin1, Ctnnd2, App",2.52E-19
BC12,BP,GO:0034329,cell junction assembly,"Reln, Igfn1, Fn1, Dst, Pcdh17, Shank2, Sdk2, Rock2, Sorbs1, Limch1, Adgrb3, Adgrl2, Ptprd, Sdk1, Adgrl3, Nectin1, Ctnnd2, App, Cdh20",4.78E-13
BC12,BP,GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,"Palld, Igfn1, Pcdh17, Sdk2, Tenm4, Nrcam, Robo2, Lrrc4c, Pcdh15, Tenm2, Ptprd, Sdk1, Adgrl3, Nectin1, Cdh20",4.78E-13
BC12,BP,GO:0007409,axonogenesis,"Reln, Zeb2, Fn1, Dst, Stxbp5, Plxnc1, Epha5, Ank3, Nrcam, Robo2, Fstl4, Dcc, Plxna4, Lrrc4c, Tenm2, Ptprz1, Epha4, Nectin1, App",1.93E-12
BC12,BP,GO:0016358,dendrite development,"Reln, Dgkg, Epha5, Prkg1, Fstl4, Rock2, Asap1, Grip1, Adgrb3, Ptprd, Ptprz1, Epha4, Sdk1, Ctnnd2, App, Sdc2",4.47E-12
BC12,BP,GO:0051962,positive regulation of nervous system development,"Reln, Zeb2, Fn1, Plxnc1, Tenm4, Grm5, Robo2, Plxna4, Igf1, Qk, Adgrb3, Adgrl2, Ptprd, Ptprz1, Epha4, Adgrl3",3.11E-11
BC12,BP,GO:0007416,synapse assembly,"Reln, Igfn1, Pcdh17, Shank2, Sdk2, Adgrb3, Adgrl2, Ptprd, Sdk1, Adgrl3, Nectin1, App",8.53E-10
BC12,BP,GO:0050769,positive regulation of neurogenesis,"Reln, Zeb2, Fn1, Plxnc1, Tenm4, Grm5, Robo2, Plxna4, Igf1, Qk, Ptprd, Ptprz1, Epha4",7.64E-09
BC12,BP,GO:0007411,axon guidance,"Reln, Plxnc1, Epha5, Ank3, Nrcam, Robo2, Dcc, Plxna4, Tenm2, Epha4, Nectin1, App",1.63E-08
BC12,BP,GO:0097485,neuron projection guidance,"Reln, Plxnc1, Epha5, Ank3, Nrcam, Robo2, Dcc, Plxna4, Tenm2, Epha4, Nectin1, App",1.63E-08
BC12,BP,GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,"Palld, Igfn1, Sdk2, Nrcam, Robo2, Pcdh15, Sdk1, Nectin1, Cdh20",3.36E-08
BC12,BP,GO:0050767,regulation of neurogenesis,"Reln, Zeb2, Fn1, Plxnc1, Tenm4, Grm5, Robo2, Fstl4, Plxna4, Igf1, Qk, Ptprd, Ptprz1, Epha4",7.43E-08
BC12,BP,GO:0010720,positive regulation of cell development,"Reln, Zeb2, Fn1, Plxnc1, Tenm4, Grm5, Robo2, Plxna4, Igf1, Qk, Ptprd, Ptprz1, Epha4",8.80E-08
BC12,BP,GO:0048813,dendrite morphogenesis,"Reln, Epha5, Rock2, Grip1, Adgrb3, Ptprd, Ptprz1, Epha4, Ctnnd2, Sdc2",1.29E-07
BC12,BP,GO:0099173,postsynapse organization,"Reln, Shank2, Epha5, Nrcam, Rock2, Sorbs1, Ptprd, Epha4, Ctnnd2, App",2.94E-07
BC12,BP,GO:0031346,positive regulation of cell projection organization,"Reln, Zeb2, Fn1, Ndnf, Plxnc1, Robo2, Dcc, Plxna4, Grip1, Qk, Ptprd, Ptprz1, Epha4",4.60E-07
BC12,BP,GO:0007611,learning or memory,"Reln, Kcnab1, Shank2, Grm5, Tacr1, Igf1, Adgrb3, Ptprz1, Plcb1, Ctnnd2, App",1.44E-06
BC12,BP,GO:0050807,regulation of synapse organization,"Reln, Shank2, Nrcam, Adgrb3, Adgrl2, Ptprd, Epha4, Adgrl3, Nectin1, App",2.78E-06
BC12,BP,GO:0021700,developmental maturation,"Reln, Kcnma1, Ank3, Nrcam, Vsx1, Unc13c, Myo5a, Igf1, Adgrb3, Plcb1, App",2.97E-06
BC12,BP,GO:0007626,locomotory behavior,"Reln, Lsamp, Kcnma1, Shank2, Grm5, Myo5a, Pcdh15, Epha4, Adgrl3, App",2.98E-06
BC12,BP,GO:0050803,regulation of synapse structure or activity,"Reln, Shank2, Nrcam, Adgrb3, Adgrl2, Ptprd, Epha4, Adgrl3, Nectin1, App",3.16E-06
BC12,BP,GO:0050890,cognition,"Reln, Kcnab1, Shank2, Grm5, Tacr1, Igf1, Adgrb3, Ptprz1, Plcb1, Ctnnd2, App",3.44E-06
BC12,BP,GO:0010001,glial cell differentiation,"Reln, Sox5, Tenm4, Plpp3, Igf1, Qk, Ptprz1, Epha4, App",2.14E-05
BC12,BP,GO:0050770,regulation of axonogenesis,"Zeb2, Fn1, Plxnc1, Robo2, Fstl4, Plxna4, Lrrc4c, Epha4",2.15E-05
